effortLevel,nDots,coherence,dotFrames,speed,dotDirections,participant,age,scriptDate,startTime,endTime,refreshRate,fixationFrames,fixationS,trialNo,blockType,task,targetS,targetFrames,blockNumber,elapsedTime,resp,rt,iti,responseTTL,overallTrialNum,keypress,acc,creditsEarned
3,500.0,0.08,12.0,0.01,90,999,18,191018,2018-10-23-10-45-30,2018-10-23-10-45-34,60,90,1.5,1,dotMotionPracticeEasy,dotMotionPracticeEasy,4.0,240,1,4.2981438636779785,up,0.851801872253418,0.6,251.0,1,up,1,0
2,250.0,0.07,12.0,0.01,90,999,18,191018,2018-10-23-10-45-30,2018-10-23-10-45-39,60,90,1.5,2,dotMotionPracticeEasy,dotMotionPracticeEasy,4.0,240,1,9.525863885879517,,,0.75,,2,,,0
